time	run_id	epoch	ret_pos_mean	ret_neg_mean	ret_gap	ret_pos_std	u_mode_mean	u_mode_std	epistemic_v_mean	var_text_mean	kl_text_mean	evidential_loss	neg_reg_loss	evidential_unc	logsigma_v
2026-06-25T23:11:25	ckpt_msrvtt_20260624_hn_pack_clean_diagB_seed43_pack42_2gpu_b64	1	37.897300	27.735712	10.161587	2.796816	0.594136	0.001370	0.995804	0.998529	0.000649	14.880640	0.107304	nan	-0.032729
